Fuel Type Code,Station Name,Street Address,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Access Code,Access Detail Code,Federal Agency Code,Facility Type,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
ELEC,UCSF CAMPUS MBEVSE4,1625 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768297","-122.39379",2023/12/03,"178776",2023/12/03 00:11:22,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBEVSE2,1625 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768289","-122.393906",2023/12/03,"178777",2023/12/03 00:11:22,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBEVSE3,1625 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768295","-122.393845",2023/12/03,"178778",2023/12/03 00:11:21,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,BASEMENT LEVEL 270 STATION 1,270 Brannan St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.782725","-122.391201",2023/12/03,"178876",2023/12/03 00:10:37,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,ESSEX MISSION BAY 2,1200 4th Street,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.773038","-122.391581",2023/12/03,"179381",2023/12/03 00:08:26,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,ESSEX MISSION BAY 1,1200 4th St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.773066","-122.391581",2023/12/03,"179382",2023/12/03 00:07:55,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV8,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76813","-122.394116",2023/12/03,"179410",2023/12/03 00:06:42,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV7,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76813","-122.394148",2023/12/03,"179411",2023/12/03 00:06:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV3,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76812","-122.394273",2023/12/03,"179412",2023/12/03 00:06:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV4,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768121","-122.394246",2023/12/03,"179413",2023/12/03 00:06:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV6,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768128","-122.394181",2023/12/03,"179414",2023/12/03 00:06:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV1,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768114","-122.394341",2023/12/03,"179415",2023/12/03 00:06:32,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV2,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76812","-122.394307",2023/12/03,"179416",2023/12/03 00:06:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,ABM PARKING LOT 2-B,6653 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.773114","-122.38949",2023/12/03,"180858",2023/12/03 00:09:30,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UDR SHOP 2,355 Berry St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.772625","-122.397165",2023/12/03,"180923",2023/12/03 00:29:20,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BRIDGECLUB 4,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768069","-122.388603",2023/12/03,"185453",2023/12/03 00:24:54,,,,2021/03/02,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BRIDGECLUB 2,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768094","-122.388596",2023/12/03,"185569",2023/12/03 00:24:54,,,,2021/03/05,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BRIDGECLUB 5,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768179","-122.388557",2023/12/03,"185570",2023/12/03 00:24:54,,,,2021/03/05,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BRIDGECLUB 3,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768088","-122.388606",2023/12/03,"185571",2023/12/03 00:24:54,,,,2021/03/05,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BRIDGECLUB 1,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768085","-122.388597",2023/12/03,"185572",2023/12/03 00:24:54,,,,2021/03/05,,,,,J1772,US,public,,,,,,,,false
ELEC,531410 : 475 Brannan Street,475 Brannan Street,SF,CA,"94107",,800-663-5633,E,,Public,24 hours daily,,,,,,"6",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.7786204","-122.3951795",2023/12/02,"194890",2023/12/02 23:59:59,,,,2018/06/29,,,,,J1772,US,public,,,,$2.00/Hr Parking Fee,,,,false
ELEC,UCSF CAMPUS MBEVSE5,1625 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768303","-122.393709",2023/12/03,"199378",2023/12/03 00:37:52,,,,2021/10/28,,,,,J1772,US,public,,,,,,,,false
ELEC,MHC 78 L.P. 691CHINABASINEV,691 China Basin St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,,"1",,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.771541","-122.392623",2023/12/03,"236984",2023/12/03 00:34:43,,,,2022/12/03,,,,,CHADEMO J1772COMBO,US,public,,,,,,,,false
ELEC,STRATA STRATA 2,1201 4th St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.772668","-122.390913",2023/12/03,"303158",2023/12/03 00:49:08,,,,2023/07/25,,,,,J1772,US,public,,,,,,,,false
ELEC,STRATA STRATA 1,1201 4th St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.772687","-122.390858",2023/12/03,"303159",2023/12/03 00:49:08,,,,2023/07/25,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 10,1455 Market Street,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774846","-122.417113",2023/12/03,"153713",2023/12/03 00:27:05,,,,2020/02/14,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 9,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774854","-122.417127",2023/12/03,"153714",2023/12/03 00:27:05,,,,2020/02/14,,,,,J1772,US,public,,,,,,,,false
ELEC,MONOGRAM RES OLUME 2,1401 Mission St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774966","-122.416038",2023/12/03,"160536",2023/12/03 00:09:57,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,City of San Francisco - 49 SVN,49 S Van Ness Ave,San Francisco,CA,"94102",,,E,,Private,,,,,,,"91",,,POWERFLEX,https://www.powerflex.com,GPS,"37.774142","-122.418547",2023/01/10,"171159",2023/02/14 15:54:11,P,,,2020/05/28,,,,,J1772,US,private,,,MUNI_GOV,,,,LD,false
ELEC,HUDSON PACIFIC 1455 STATION 3,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774915","-122.417238",2023/12/03,"175168",2023/12/03 00:27:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 5,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.7749","-122.417204",2023/12/03,"175169",2023/12/03 00:27:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 7,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774876","-122.417163",2023/12/03,"175170",2023/12/03 00:27:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 1,1455 Market Street,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774933","-122.41726",2023/12/03,"175171",2023/12/03 00:27:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 8,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774868","-122.417151",2023/12/03,"175172",2023/12/03 00:27:04,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 6,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774891","-122.417189",2023/12/03,"175173",2023/12/03 00:27:04,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 4,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774905","-122.417212",2023/12/03,"175174",2023/12/03 00:27:04,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 STATION 2,1455 Market St.,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.774923","-122.417247",2023/12/03,"175175",2023/12/03 00:27:04,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,MONOGRAM RES OLUME 1,1401 Mission St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.77499","-122.41607",2023/12/03,"179118",2023/12/03 00:09:35,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,HUDSON PACIFIC 1455 DOCK 1,1455 Market St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.775497","-122.41808",2023/12/03,"262721",2023/12/03 00:31:40,,,,2023/06/15,,,,,J1772,US,public,,,,,,,,false
ELEC,Safeway - Tesla Supercharger,2300 16th St,San Francisco,CA,"94103",,877-798-3752,E,,Public - Credit card at all times,"24 hours daily; for Tesla use only",A D Debit M V,,,,,,"12",,Tesla,https://www.tesla.com/supercharger,GPS,"37.766033","-122.408981",2023/08/01,"302961",2023/08/01 14:21:28,P,,,2023/07/20,,,,,TESLA,US,public,CREDIT_CARD_ALWAYS,,GROCERY,,,false,LD,false
ELEC,Costco San Francisco #144,450 10th Street,SF,CA,"94118",,888-998-2546,E,,Public,24 hours daily,,,,,,"2",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.77055","-122.410891",2023/12/02,"308892",2023/12/02 23:58:49,,,,2021/06/14,,,,,J1772,US,public,,,,,,,,false
ELEC,Lyft Overnight Charging (Not Open to Public),2860 16th St,San Francisco,CA,"94103",,877-455-3833,E,,Public,24 hours daily,,,,,,,"4",,eVgo Network,https://www.evgo.com/,GPS,"37.76549","-122.41673",2023/12/02,"312526",2023/12/02 23:57:40,,,,2023/10/06,,,,,CHADEMO J1772COMBO,US,public,,,,,,,,false
ELEC,Whole Foods Market,450 Rhode Island St,San Francisco,CA,"94107",,877-455-3833,E,,Public,"Mon 8:00am - 10:59pm; Tue 8:00am - 10:59pm; Wed 8:00am - 10:59pm; Thu 8:00am - 10:59pm; Fri 8:00am - 10:59pm; Sat 8:00am - 10:59pm; Sun 8:00am - 10:59pm",,,,,,,"2",,eVgo Network,https://www.evgo.com/,GPS,"37.76443","-122.40282",2023/12/02,"228359",2023/12/02 23:57:10,,,,2018/03/07,,,,,CHADEMO J1772COMBO,US,public,,,,,,,,false
ELEC,555 DE HARO 555DEHARO,555 De Haro St,San Francisco,CA,"94107",,888-758-4389,E,,Public,"Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 6:00pm - 12:00am; Sun 6:00pm - 12:00am",,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76261","-122.400756",2023/12/03,"252177",2023/12/03 00:45:58,,,,2023/01/26,,,,,J1772,US,public,,,,,,,,false
ELEC,CCSF-SFMTA SFGH 3,2500 23rd St,San Francisco,CA,"94110",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.754872","-122.405106",2023/12/03,"158880",2023/12/03 00:23:36,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,CCSF-SFMTA SFGH 1,1001 Potrero Ave,San Francisco,CA,"94110",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.755681","-122.405087",2023/12/03,"315774",2023/12/03 00:50:12,,,,2023/10/25,,,,,J1772,US,public,,,,,,,,false
ELEC,CCSF-SFMTA SFGH 2,1001 Potrero Ave,San Francisco,CA,"94110",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.755619","-122.405065",2023/12/03,"315775",2023/12/03 00:50:12,,,,2023/10/25,,,,,J1772,US,public,,,,,,,,false
ELEC,Fuse Project,140116th St,San Francisco,CA,"94103",,,E,,Private,,,,,,,"2",,,Non-Networked,,GPS,"37.7660567","-122.401169",2022/09/14,"72735",2023/02/15 22:45:41,P,,,2014/08/01,,,,,J1772,US,private,,,OFFICE_BLDG,,,,,true
ELEC,Adobe - SF Office - Phase 1,601 Townsend St,San Francisco,CA,"94103",,,E,,Private,,,,,,,"52",,,POWERFLEX,https://www.powerflex.com,GPS,"37.770767","-122.401661",2023/01/10,"171154",2023/02/14 15:54:11,P,,,2019/12/31,,,,,J1772,US,private,,,OFFICE_BLDG,,,,LD,true
ELEC,Volta Charging Design District,155 De Haro,San Francisco,CA,"94103",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"4",,,Volta,https://voltacharging.com/,GPS,"37.7682626","-122.401787",2023/12/03,"212292",2023/12/03 01:01:30,,,,2017/05/15,,,,,J1772,US,public,,,,,,false,LD,false
ELEC,Design District DCFC,155 De Haro,San Francisco,CA,"94103",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,,"1",L2,Volta,https://voltacharging.com/,GPS,"37.768236","-122.401783",2023/12/03,"212304",2023/12/03 01:02:19,,,,2022/03/25,,,,,J1772COMBO,US,public,,,,,,false,LD,false
ELEC,650 TOWNSEND BCP 3,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770303","-122.403937",2023/12/03,"235839",2023/12/03 00:11:24,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 2,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770252","-122.403883",2023/12/03,"235840",2023/12/03 00:11:24,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 7,699 8th St,San Francisco,CA,"94103",,888-758-4389,T,2023/12/03,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770286","-122.40384",2023/12/03,"235841",2023/12/03 00:11:42,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 9,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770269","-122.403873",2023/12/03,"235842",2023/12/03 00:13:53,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 5,699 8th St,San Francisco,CA,"94103",,888-758-4389,T,2023/12/03,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770235","-122.403883",2023/12/03,"235843",2023/12/03 00:13:56,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 6,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770218","-122.403873",2023/12/03,"235844",2023/12/03 00:13:56,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 8,699 8th St,San Francisco,CA,"94103",,888-758-4389,T,2023/12/03,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770286","-122.403873",2023/12/03,"235845",2023/12/03 00:13:56,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 4,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770269","-122.403926",2023/12/03,"235846",2023/12/03 00:13:56,,,,2022/11/09,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 1,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770336","-122.403787",2023/12/03,"236233",2023/12/03 00:44:35,,,,2022/11/17,,,,,J1772,US,public,,,,,,,,false
ELEC,650 TOWNSEND BCP 10,699 8th St,San Francisco,CA,"94103",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.770235","-122.40383",2023/12/03,"236369",2023/12/03 00:13:53,,,,2022/11/20,,,,,J1772,US,public,,,,,,,,false
ELEC,"Safeway 0739 - San Francisco, CA",3350 Mission Street,San Francisco,CA,"94110",,833-632-2778,E,,Public,24 hours daily,,,,,,"1","3",,Electrify America,https://www.electrifyamerica.com/,GPS,"37.74291","-122.42203",2023/12/03,"164871",2023/12/03 00:57:03,,,,2020/08/06,,,,,CHADEMO J1772 J1772COMBO,US,public,,,,,,,,false
ELEC,CCSF - Ocean Campus South Parking Lot,50 Frida Kahlo Way,San Francisco,CA,"94112",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"2",,,Volta,https://voltacharging.com/,GPS,"37.725345","-122.4479295",2023/12/03,"229362",2023/12/03 01:00:26,,,,2022/06/30,,,,,J1772,US,public,,,,,,false,LD,false
ELEC,CCSF - Ocean Campus North Parking Lot,50 Frida Kahlo Way,San Francisco,CA,"94112",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"2",,,Volta,https://voltacharging.com/,GPS,"37.7261545","-122.4478455",2023/12/03,"253516",2023/12/03 01:00:31,,,,2023/02/08,,,,,J1772,US,public,,,,,,,,false
ELEC,CCSF - Ocean Campus Cloud Circle,50 Frida Kahlo Way,San Francisco,CA,"94112",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"3",,,Volta,https://voltacharging.com/,GPS,"37.725955667","-122.449541",2023/12/03,"253547",2023/12/03 01:00:47,,,,2023/02/08,,,,,J1772,US,public,,,,,,,,false
ELEC,CCSF - Ocean Campus Multi-Use Building Parking Lot,50 Frida Kahlo Way,San Francisco,CA,"94112",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"4",,,Volta,https://voltacharging.com/,GPS,"37.72491","-122.452746",2023/12/03,"253571",2023/12/03 01:01:24,,,,2023/02/08,,,,,J1772,US,public,,,,,,,,false
ELEC,EVSP WALGREENS STORE 2088,1333 Castro St,San Francisco,CA,"94114",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.750738","-122.433831",2023/12/03,"143928",2023/12/03 00:28:26,,,,2019/08/21,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF Parnassus,500 Parnassus Ave,San Francisco,CA,"94143",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"2",,,Volta,https://voltacharging.com/,GPS,"37.764017","-122.458463",2023/12/03,"151244",2023/12/03 01:00:48,,,,2017/11/22,,,,,J1772,US,public,,,,,,false,,false
ELEC,UCSF CAMPUS ACC P7 EV2,400 Parnassus Ave,San Francisco,CA,"94143",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.763552","-122.457723",2023/12/03,"159545",2023/12/03 00:17:01,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS ACC P5 EV2,400 Parnassus Ave,San Francisco,CA,"94122",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.763634","-122.45763",2023/12/03,"159546",2023/12/03 00:17:01,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS ACC P6 EV2,400 Parnassus Ave,San Francisco,CA,"94143",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.763632","-122.457764",2023/12/03,"177562",2023/12/03 00:17:00,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS ACC P5 EV1,400 Parnassus Ave,San Francisco,CA,"94143",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.763581","-122.457767",2023/12/03,"177563",2023/12/03 00:17:00,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS ACC P7 EV1,400 Parnassus Ave,San Francisco,CA,"94143",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.763594","-122.457796",2023/12/03,"177564",2023/12/03 00:16:59,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS ACC P4 EV2,400 Parnassus Ave,San Francisco,CA,"94122",,888-758-4389,T,2023/02/17,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76362","-122.457668",2023/12/03,"177565",2023/12/03 00:17:00,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
